"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - Italy (IT)","Actual Total Load [MW] - Italy (IT)"
"19.09.2017 20:00 - 19.09.2017 21:00","41177","40662"
"19.09.2017 21:00 - 19.09.2017 22:00","38060","37397"
"19.09.2017 22:00 - 19.09.2017 23:00","34231","33548"
"19.09.2017 23:00 - 20.09.2017 00:00","31089","30393"
"20.09.2017 00:00 - 20.09.2017 01:00","28160","27548"
"20.09.2017 01:00 - 20.09.2017 02:00","26642","26106"
"20.09.2017 02:00 - 20.09.2017 03:00","25932","25364"
"20.09.2017 03:00 - 20.09.2017 04:00","25584","25075"
"20.09.2017 04:00 - 20.09.2017 05:00","25640","25348"
"20.09.2017 05:00 - 20.09.2017 06:00","26826","26738"
"20.09.2017 06:00 - 20.09.2017 07:00","30848","31263"
"20.09.2017 07:00 - 20.09.2017 08:00","35893","35843"
"20.09.2017 08:00 - 20.09.2017 09:00","40485","40036"
"20.09.2017 09:00 - 20.09.2017 10:00","42487","41429"
"20.09.2017 10:00 - 20.09.2017 11:00","42801","41297"
"20.09.2017 11:00 - 20.09.2017 12:00","42625","41181"
"20.09.2017 12:00 - 20.09.2017 13:00","40261","38489"
"20.09.2017 13:00 - 20.09.2017 14:00","39038","37645"
"20.09.2017 14:00 - 20.09.2017 15:00","39899","38274"
"20.09.2017 15:00 - 20.09.2017 16:00","40204","39025"
"20.09.2017 16:00 - 20.09.2017 17:00","40146","39464"
"20.09.2017 17:00 - 20.09.2017 18:00","39386","38713"
"20.09.2017 18:00 - 20.09.2017 19:00","38450","38177"
"20.09.2017 19:00 - 20.09.2017 20:00","41193","40982"
"20.09.2017 20:00 - 20.09.2017 21:00","40655","40414"
"20.09.2017 21:00 - 20.09.2017 22:00","37435","37291"
"20.09.2017 22:00 - 20.09.2017 23:00","33610","33566"
"20.09.2017 23:00 - 21.09.2017 00:00","30436","30464"
"21.09.2017 00:00 - 21.09.2017 01:00","27595","27581"
"21.09.2017 01:00 - 21.09.2017 02:00","26202","26173"
"21.09.2017 02:00 - 21.09.2017 03:00","25442","25362"
"21.09.2017 03:00 - 21.09.2017 04:00","25175","25002"
"21.09.2017 04:00 - 21.09.2017 05:00","25494","25154"
"21.09.2017 05:00 - 21.09.2017 06:00","26712","26553"
"21.09.2017 06:00 - 21.09.2017 07:00","30943","31019"
"21.09.2017 07:00 - 21.09.2017 08:00","35815","35748"
"21.09.2017 08:00 - 21.09.2017 09:00","40147","39533"
"21.09.2017 09:00 - 21.09.2017 10:00","41424","40222"
"21.09.2017 10:00 - 21.09.2017 11:00","41421","40023"
"21.09.2017 11:00 - 21.09.2017 12:00","41134","39428"
"21.09.2017 12:00 - 21.09.2017 13:00","38489","36820"
"21.09.2017 13:00 - 21.09.2017 14:00","37205","36815"
"21.09.2017 14:00 - 21.09.2017 15:00","38094","38296"
"21.09.2017 15:00 - 21.09.2017 16:00","38613","38834"
"21.09.2017 16:00 - 21.09.2017 17:00","39019","39022"
"21.09.2017 17:00 - 21.09.2017 18:00","38490","38142"
"21.09.2017 18:00 - 21.09.2017 19:00","37741","38250"
"21.09.2017 19:00 - 21.09.2017 20:00","40258","40802"
"21.09.2017 20:00 - 21.09.2017 21:00","40441","40241"
"21.09.2017 21:00 - 21.09.2017 22:00","37366","37145"
"21.09.2017 22:00 - 21.09.2017 23:00","33475","33508"
"21.09.2017 23:00 - 22.09.2017 00:00","30356","30540"
"22.09.2017 00:00 - 22.09.2017 01:00","27570","27712"
"22.09.2017 01:00 - 22.09.2017 02:00","26070","26141"
"22.09.2017 02:00 - 22.09.2017 03:00","25152","25408"
"22.09.2017 03:00 - 22.09.2017 04:00","24700","25232"
"22.09.2017 04:00 - 22.09.2017 05:00","24827","25371"
"22.09.2017 05:00 - 22.09.2017 06:00","26093","26857"
"22.09.2017 06:00 - 22.09.2017 07:00","30246","31187"
"22.09.2017 07:00 - 22.09.2017 08:00","35001","35560"
"22.09.2017 08:00 - 22.09.2017 09:00","38808","39440"
"22.09.2017 09:00 - 22.09.2017 10:00","39751","40319"
"22.09.2017 10:00 - 22.09.2017 11:00","39506","39935"
"22.09.2017 11:00 - 22.09.2017 12:00","38944","39358"
"22.09.2017 12:00 - 22.09.2017 13:00","37231","37005"
"22.09.2017 13:00 - 22.09.2017 14:00","36703","36726"
"22.09.2017 14:00 - 22.09.2017 15:00","37869","37797"
"22.09.2017 15:00 - 22.09.2017 16:00","38526","38146"
"22.09.2017 16:00 - 22.09.2017 17:00","38625","38498"
"22.09.2017 17:00 - 22.09.2017 18:00","37871","38026"
"22.09.2017 18:00 - 22.09.2017 19:00","38005","37775"
"22.09.2017 19:00 - 22.09.2017 20:00","40179","40588"
"22.09.2017 20:00 - 22.09.2017 21:00","40011","39590"
"22.09.2017 21:00 - 22.09.2017 22:00","37005","36548"
"22.09.2017 22:00 - 22.09.2017 23:00","33387","33130"
"22.09.2017 23:00 - 23.09.2017 00:00","30521","30520"
"23.09.2017 00:00 - 23.09.2017 01:00","27803","27749"
"23.09.2017 01:00 - 23.09.2017 02:00","26263","26115"
"23.09.2017 02:00 - 23.09.2017 03:00","25311","25189"
"23.09.2017 03:00 - 23.09.2017 04:00","24878","24617"
"23.09.2017 04:00 - 23.09.2017 05:00","24553","24480"
"23.09.2017 05:00 - 23.09.2017 06:00","24899","24731"
"23.09.2017 06:00 - 23.09.2017 07:00","26418","26693"
"23.09.2017 07:00 - 23.09.2017 08:00","28482","28777"
"23.09.2017 08:00 - 23.09.2017 09:00","30554","31596"
"23.09.2017 09:00 - 23.09.2017 10:00","31710","32886"
"23.09.2017 10:00 - 23.09.2017 11:00","31509","32400"
"23.09.2017 11:00 - 23.09.2017 12:00","30747","31375"
"23.09.2017 12:00 - 23.09.2017 13:00","29216","29629"
"23.09.2017 13:00 - 23.09.2017 14:00","27995","28301"
"23.09.2017 14:00 - 23.09.2017 15:00","27396","27818"
"23.09.2017 15:00 - 23.09.2017 16:00","27532","28498"
"23.09.2017 16:00 - 23.09.2017 17:00","27823","29023"
"23.09.2017 17:00 - 23.09.2017 18:00","28828","29697"
"23.09.2017 18:00 - 23.09.2017 19:00","30601","30761"
"23.09.2017 19:00 - 23.09.2017 20:00","34401","34280"
"23.09.2017 20:00 - 23.09.2017 21:00","34091","33553"
"23.09.2017 21:00 - 23.09.2017 22:00","31200","30780"
"23.09.2017 22:00 - 23.09.2017 23:00","28751","28479"
"23.09.2017 23:00 - 24.09.2017 00:00","26537","26215"
"24.09.2017 00:00 - 24.09.2017 01:00","24773","24163"
"24.09.2017 01:00 - 24.09.2017 02:00","23114","22699"
"24.09.2017 02:00 - 24.09.2017 03:00","22130","21749"
"24.09.2017 03:00 - 24.09.2017 04:00","21518","21252"
"24.09.2017 04:00 - 24.09.2017 05:00","21345","21062"
"24.09.2017 05:00 - 24.09.2017 06:00","21414","21478"
"24.09.2017 06:00 - 24.09.2017 07:00","22163","22063"
"24.09.2017 07:00 - 24.09.2017 08:00","22393","22380"
"24.09.2017 08:00 - 24.09.2017 09:00","24212","24313"
"24.09.2017 09:00 - 24.09.2017 10:00","26012","26056"
"24.09.2017 10:00 - 24.09.2017 11:00","26886","27408"
"24.09.2017 11:00 - 24.09.2017 12:00","26978","27530"
"24.09.2017 12:00 - 24.09.2017 13:00","26610","26354"
"24.09.2017 13:00 - 24.09.2017 14:00","25195","24447"
"24.09.2017 14:00 - 24.09.2017 15:00","24529","23651"
"24.09.2017 15:00 - 24.09.2017 16:00","24429","24803"
"24.09.2017 16:00 - 24.09.2017 17:00","24694","25463"
"24.09.2017 17:00 - 24.09.2017 18:00","25229","26252"
"24.09.2017 18:00 - 24.09.2017 19:00","26393","27396"
"24.09.2017 19:00 - 24.09.2017 20:00","29804","31167"
"24.09.2017 20:00 - 24.09.2017 21:00","31677","31346"
"24.09.2017 21:00 - 24.09.2017 22:00","30272","29539"
"24.09.2017 22:00 - 24.09.2017 23:00","28218","27633"
"24.09.2017 23:00 - 25.09.2017 00:00","25704","25177"
"25.09.2017 00:00 - 25.09.2017 01:00","22629","22922"
"25.09.2017 01:00 - 25.09.2017 02:00","21453","21515"
"25.09.2017 02:00 - 25.09.2017 03:00","20954","20916"
"25.09.2017 03:00 - 25.09.2017 04:00","21001","20899"
"25.09.2017 04:00 - 25.09.2017 05:00","21323","21373"
"25.09.2017 05:00 - 25.09.2017 06:00","23149","23352"
"25.09.2017 06:00 - 25.09.2017 07:00","28495","28917"
"25.09.2017 07:00 - 25.09.2017 08:00","33941","34045"
"25.09.2017 08:00 - 25.09.2017 09:00","38601","38606"
"25.09.2017 09:00 - 25.09.2017 10:00","40474","39886"
"25.09.2017 10:00 - 25.09.2017 11:00","40334","39653"
"25.09.2017 11:00 - 25.09.2017 12:00","39878","39588"
"25.09.2017 12:00 - 25.09.2017 13:00","37052","37363"
"25.09.2017 13:00 - 25.09.2017 14:00","36621","37701"
"25.09.2017 14:00 - 25.09.2017 15:00","38084","38478"
"25.09.2017 15:00 - 25.09.2017 16:00","38680","38838"
"25.09.2017 16:00 - 25.09.2017 17:00","39038","38934"
"25.09.2017 17:00 - 25.09.2017 18:00","38671","38376"
"25.09.2017 18:00 - 25.09.2017 19:00","38324","37870"
"25.09.2017 19:00 - 25.09.2017 20:00","40511","40970"
"25.09.2017 20:00 - 25.09.2017 21:00","39962","39861"
"25.09.2017 21:00 - 25.09.2017 22:00","37078","36499"
"25.09.2017 22:00 - 25.09.2017 23:00","33358","32867"
"25.09.2017 23:00 - 26.09.2017 00:00","30274","30019"
"26.09.2017 00:00 - 26.09.2017 01:00","27074","27321"
"26.09.2017 01:00 - 26.09.2017 02:00","25519","25727"
"26.09.2017 02:00 - 26.09.2017 03:00","24560","24849"
"26.09.2017 03:00 - 26.09.2017 04:00","24346","24526"
"26.09.2017 04:00 - 26.09.2017 05:00","24616","24914"
"26.09.2017 05:00 - 26.09.2017 06:00","25894","26311"
"26.09.2017 06:00 - 26.09.2017 07:00","30159","31040"
"26.09.2017 07:00 - 26.09.2017 08:00","35209","35935"
"26.09.2017 08:00 - 26.09.2017 09:00","39571","40378"
"26.09.2017 09:00 - 26.09.2017 10:00","41360","41824"
"26.09.2017 10:00 - 26.09.2017 11:00","41274","41395"
"26.09.2017 11:00 - 26.09.2017 12:00","41255","40807"
"26.09.2017 12:00 - 26.09.2017 13:00","39192","38121"
"26.09.2017 13:00 - 26.09.2017 14:00","38786","37664"
"26.09.2017 14:00 - 26.09.2017 15:00","39102","39075"
"26.09.2017 15:00 - 26.09.2017 16:00","39693","39693"
"26.09.2017 16:00 - 26.09.2017 17:00","39847","39974"
"26.09.2017 17:00 - 26.09.2017 18:00","39234","39094"
"26.09.2017 18:00 - 26.09.2017 19:00","38357","38738"
"26.09.2017 19:00 - 26.09.2017 20:00","40473","41791"
"26.09.2017 20:00 - 26.09.2017 21:00","40312","40338"
"26.09.2017 21:00 - 26.09.2017 22:00","37457","36851"
"26.09.2017 22:00 - 26.09.2017 23:00","33720","33109"
"26.09.2017 23:00 - 27.09.2017 00:00","30391","29896"
"27.09.2017 00:00 - 27.09.2017 01:00","27416","27334"
"27.09.2017 01:00 - 27.09.2017 02:00","25873","25969"
"27.09.2017 02:00 - 27.09.2017 03:00","24864","25207"
"27.09.2017 03:00 - 27.09.2017 04:00","24627","25059"
"27.09.2017 04:00 - 27.09.2017 05:00","24963","25160"
"27.09.2017 05:00 - 27.09.2017 06:00","26227","26646"
"27.09.2017 06:00 - 27.09.2017 07:00","30814","31395"
"27.09.2017 07:00 - 27.09.2017 08:00","35884","36044"
"27.09.2017 08:00 - 27.09.2017 09:00","40234","40119"
"27.09.2017 09:00 - 27.09.2017 10:00","41893","41317"
"27.09.2017 10:00 - 27.09.2017 11:00","41393","41316"
"27.09.2017 11:00 - 27.09.2017 12:00","40842","40557"
"27.09.2017 12:00 - 27.09.2017 13:00","38140","38084"
"27.09.2017 13:00 - 27.09.2017 14:00","37327","37743"
"27.09.2017 14:00 - 27.09.2017 15:00","38417","39099"
"27.09.2017 15:00 - 27.09.2017 16:00","39191","39383"
"27.09.2017 16:00 - 27.09.2017 17:00","39689","39383"
"27.09.2017 17:00 - 27.09.2017 18:00","39247","38833"
"27.09.2017 18:00 - 27.09.2017 19:00","39180","38558"
"27.09.2017 19:00 - 27.09.2017 20:00","41598","41719"
"27.09.2017 20:00 - 27.09.2017 21:00","41021","40234"
"27.09.2017 21:00 - 27.09.2017 22:00","37514","37117"
"27.09.2017 22:00 - 27.09.2017 23:00","33930","33515"
"27.09.2017 23:00 - 28.09.2017 00:00","30776","30381"
"28.09.2017 00:00 - 28.09.2017 01:00","27345","27729"
"28.09.2017 01:00 - 28.09.2017 02:00","25995","26222"
"28.09.2017 02:00 - 28.09.2017 03:00","25223","25309"
"28.09.2017 03:00 - 28.09.2017 04:00","25038","24930"
"28.09.2017 04:00 - 28.09.2017 05:00","25152","25081"
"28.09.2017 05:00 - 28.09.2017 06:00","26534","26455"
"28.09.2017 06:00 - 28.09.2017 07:00","31226","31105"
"28.09.2017 07:00 - 28.09.2017 08:00","36056","35969"
"28.09.2017 08:00 - 28.09.2017 09:00","40064","39648"
"28.09.2017 09:00 - 28.09.2017 10:00","41163","40792"
"28.09.2017 10:00 - 28.09.2017 11:00","41135","40534"
"28.09.2017 11:00 - 28.09.2017 12:00","40323","39879"
"28.09.2017 12:00 - 28.09.2017 13:00","37380","37688"
"28.09.2017 13:00 - 28.09.2017 14:00","36548","37516"
"28.09.2017 14:00 - 28.09.2017 15:00","37924","38942"
"28.09.2017 15:00 - 28.09.2017 16:00","38934","39361"
"28.09.2017 16:00 - 28.09.2017 17:00","39370","39876"
"28.09.2017 17:00 - 28.09.2017 18:00","38798","39119"
"28.09.2017 18:00 - 28.09.2017 19:00","38816","38689"
"28.09.2017 19:00 - 28.09.2017 20:00","41321","41866"
"28.09.2017 20:00 - 28.09.2017 21:00","40740","40403"
"28.09.2017 21:00 - 28.09.2017 22:00","37389","37089"
"28.09.2017 22:00 - 28.09.2017 23:00","33856","33425"
"28.09.2017 23:00 - 29.09.2017 00:00","30545","30560"
"29.09.2017 00:00 - 29.09.2017 01:00","27775","27702"
"29.09.2017 01:00 - 29.09.2017 02:00","26252","26067"
"29.09.2017 02:00 - 29.09.2017 03:00","25281","25255"
"29.09.2017 03:00 - 29.09.2017 04:00","24832","25013"
"29.09.2017 04:00 - 29.09.2017 05:00","24972","25155"
"29.09.2017 05:00 - 29.09.2017 06:00","26216","26652"
"29.09.2017 06:00 - 29.09.2017 07:00","30773","31304"
"29.09.2017 07:00 - 29.09.2017 08:00","35868","36068"
"29.09.2017 08:00 - 29.09.2017 09:00","39532","39704"
"29.09.2017 09:00 - 29.09.2017 10:00","40404","40431"
"29.09.2017 10:00 - 29.09.2017 11:00","40187","40309"
"29.09.2017 11:00 - 29.09.2017 12:00","39462","40190"
"29.09.2017 12:00 - 29.09.2017 13:00","37326","38114"
"29.09.2017 13:00 - 29.09.2017 14:00","36970","37600"
"29.09.2017 14:00 - 29.09.2017 15:00","37922","38452"
"29.09.2017 15:00 - 29.09.2017 16:00","38276","38674"
"29.09.2017 16:00 - 29.09.2017 17:00","38595","39120"
"29.09.2017 17:00 - 29.09.2017 18:00","38451","38199"
"29.09.2017 18:00 - 29.09.2017 19:00","38702","38319"
"29.09.2017 19:00 - 29.09.2017 20:00","41579","41304"
"29.09.2017 20:00 - 29.09.2017 21:00","40138","39506"
"29.09.2017 21:00 - 29.09.2017 22:00","36804","36139"
"29.09.2017 22:00 - 29.09.2017 23:00","33642","32566"
"29.09.2017 23:00 - 30.09.2017 00:00","30365","29781"
"30.09.2017 00:00 - 30.09.2017 01:00","27681","27184"
"30.09.2017 01:00 - 30.09.2017 02:00","26017","25690"
"30.09.2017 02:00 - 30.09.2017 03:00","24997","24667"
"30.09.2017 03:00 - 30.09.2017 04:00","24345","24140"
"30.09.2017 04:00 - 30.09.2017 05:00","24117","23950"
"30.09.2017 05:00 - 30.09.2017 06:00","24299","24564"
"30.09.2017 06:00 - 30.09.2017 07:00","26168","26655"
"30.09.2017 07:00 - 30.09.2017 08:00","28749","28753"
"30.09.2017 08:00 - 30.09.2017 09:00","31447","31379"
"30.09.2017 09:00 - 30.09.2017 10:00","33167","32381"
"30.09.2017 10:00 - 30.09.2017 11:00","32964","31986"
"30.09.2017 11:00 - 30.09.2017 12:00","31963","30963"
"30.09.2017 12:00 - 30.09.2017 13:00","30007","29586"
"30.09.2017 13:00 - 30.09.2017 14:00","28309","28274"
"30.09.2017 14:00 - 30.09.2017 15:00","27520","28132"
"30.09.2017 15:00 - 30.09.2017 16:00","28044","28165"
"30.09.2017 16:00 - 30.09.2017 17:00","28668","28691"
"30.09.2017 17:00 - 30.09.2017 18:00","29409","29318"
"30.09.2017 18:00 - 30.09.2017 19:00","30689","30876"
"30.09.2017 19:00 - 30.09.2017 20:00","34114","34575"
"30.09.2017 20:00 - 30.09.2017 21:00","33613","33031"
"30.09.2017 21:00 - 30.09.2017 22:00","30937","30339"
"30.09.2017 22:00 - 30.09.2017 23:00","28569","28163"
"30.09.2017 23:00 - 01.10.2017 00:00","26158","26039"
"01.10.2017 00:00 - 01.10.2017 01:00","23984","23832"
"01.10.2017 01:00 - 01.10.2017 02:00","22627","22249"
"01.10.2017 02:00 - 01.10.2017 03:00","21635","21310"
"01.10.2017 03:00 - 01.10.2017 04:00","21042","20843"
"01.10.2017 04:00 - 01.10.2017 05:00","20850","20735"
"01.10.2017 05:00 - 01.10.2017 06:00","21229","21017"
"01.10.2017 06:00 - 01.10.2017 07:00","22008","21849"
"01.10.2017 07:00 - 01.10.2017 08:00","22264","22316"
"01.10.2017 08:00 - 01.10.2017 09:00","23978","23859"
"01.10.2017 09:00 - 01.10.2017 10:00","25545","25655"
"01.10.2017 10:00 - 01.10.2017 11:00","26592","26284"
"01.10.2017 11:00 - 01.10.2017 12:00","26761","26727"
"01.10.2017 12:00 - 01.10.2017 13:00","26297","26519"
"01.10.2017 13:00 - 01.10.2017 14:00","24684","24682"
"01.10.2017 14:00 - 01.10.2017 15:00","23930","24146"
"01.10.2017 15:00 - 01.10.2017 16:00","23823","24087"
"01.10.2017 16:00 - 01.10.2017 17:00","24202","24478"
"01.10.2017 17:00 - 01.10.2017 18:00","25060","25159"
"01.10.2017 18:00 - 01.10.2017 19:00","26792","27335"
"01.10.2017 19:00 - 01.10.2017 20:00","31098","31333"
"01.10.2017 20:00 - 01.10.2017 21:00","31394","30788"
"01.10.2017 21:00 - 01.10.2017 22:00","29555","28993"
"01.10.2017 22:00 - 01.10.2017 23:00","27410","27030"
"01.10.2017 23:00 - 02.10.2017 00:00","24831","24634"
"02.10.2017 00:00 - 02.10.2017 01:00","22444","22405"
"02.10.2017 01:00 - 02.10.2017 02:00","21014","21200"
"02.10.2017 02:00 - 02.10.2017 03:00","20450","20565"
"02.10.2017 03:00 - 02.10.2017 04:00","20396","20422"
"02.10.2017 04:00 - 02.10.2017 05:00","20704","20777"
"02.10.2017 05:00 - 02.10.2017 06:00","22405","23082"
"02.10.2017 06:00 - 02.10.2017 07:00","28104","28771"
"02.10.2017 07:00 - 02.10.2017 08:00","33862","33980"
"02.10.2017 08:00 - 02.10.2017 09:00","38224","38438"
"02.10.2017 09:00 - 02.10.2017 10:00","39605","39604"
"02.10.2017 10:00 - 02.10.2017 11:00","39660","39567"
"02.10.2017 11:00 - 02.10.2017 12:00","39704","39238"
"02.10.2017 12:00 - 02.10.2017 13:00","37455","36919"
"02.10.2017 13:00 - 02.10.2017 14:00","36977","37003"
"02.10.2017 14:00 - 02.10.2017 15:00","38192","38329"
"02.10.2017 15:00 - 02.10.2017 16:00","38739","38864"
"02.10.2017 16:00 - 02.10.2017 17:00","38835","39146"
"02.10.2017 17:00 - 02.10.2017 18:00","38171","38151"
"02.10.2017 18:00 - 02.10.2017 19:00","37988","37966"
"02.10.2017 19:00 - 02.10.2017 20:00","40942","41090"
"02.10.2017 20:00 - 02.10.2017 21:00","39871","39555"
"02.10.2017 21:00 - 02.10.2017 22:00","36673","36317"
"02.10.2017 22:00 - 02.10.2017 23:00","32821","32640"
"02.10.2017 23:00 - 03.10.2017 00:00","29530","29814"
"03.10.2017 00:00 - 03.10.2017 01:00","26792","27219"
"03.10.2017 01:00 - 03.10.2017 02:00","25277","25631"
"03.10.2017 02:00 - 03.10.2017 03:00","24405","24666"
"03.10.2017 03:00 - 03.10.2017 04:00","23975","24383"
"03.10.2017 04:00 - 03.10.2017 05:00","23993","24661"
"03.10.2017 05:00 - 03.10.2017 06:00","26259","26251"
"03.10.2017 06:00 - 03.10.2017 07:00","30773","31199"
"03.10.2017 07:00 - 03.10.2017 08:00","35770","36149"
"03.10.2017 08:00 - 03.10.2017 09:00","40160","40185"
"03.10.2017 09:00 - 03.10.2017 10:00","41317","41365"
"03.10.2017 10:00 - 03.10.2017 11:00","41116","41298"
"03.10.2017 11:00 - 03.10.2017 12:00","40814","41314"
"03.10.2017 12:00 - 03.10.2017 13:00","39039","39026"
"03.10.2017 13:00 - 03.10.2017 14:00","38672","38570"
"03.10.2017 14:00 - 03.10.2017 15:00","39656","40154"
"03.10.2017 15:00 - 03.10.2017 16:00","40346","40223"
"03.10.2017 16:00 - 03.10.2017 17:00","40818","40091"
"03.10.2017 17:00 - 03.10.2017 18:00","40086","39358"
"03.10.2017 18:00 - 03.10.2017 19:00","39933","39288"
"03.10.2017 19:00 - 03.10.2017 20:00","42592","42057"
"03.10.2017 20:00 - 03.10.2017 21:00","40993","40292"
"03.10.2017 21:00 - 03.10.2017 22:00","37442","36809"
"03.10.2017 22:00 - 03.10.2017 23:00","33631","33097"
"03.10.2017 23:00 - 04.10.2017 00:00","30119","29860"
"04.10.2017 00:00 - 04.10.2017 01:00","27311","27300"
"04.10.2017 01:00 - 04.10.2017 02:00","25650","25667"
"04.10.2017 02:00 - 04.10.2017 03:00","24656","24887"
"04.10.2017 03:00 - 04.10.2017 04:00","24348","24701"
"04.10.2017 04:00 - 04.10.2017 05:00","24570","24949"
"04.10.2017 05:00 - 04.10.2017 06:00","26362","26386"
"04.10.2017 06:00 - 04.10.2017 07:00","31303","31324"
"04.10.2017 07:00 - 04.10.2017 08:00","36361","36299"
"04.10.2017 08:00 - 04.10.2017 09:00","40178","40206"
"04.10.2017 09:00 - 04.10.2017 10:00","41061","41520"
"04.10.2017 10:00 - 04.10.2017 11:00","41062","41214"
"04.10.2017 11:00 - 04.10.2017 12:00","41042","40759"
"04.10.2017 12:00 - 04.10.2017 13:00","38948","38374"
"04.10.2017 13:00 - 04.10.2017 14:00","38372","38113"
"04.10.2017 14:00 - 04.10.2017 15:00","39799","39314"
"04.10.2017 15:00 - 04.10.2017 16:00","40351","39824"
"04.10.2017 16:00 - 04.10.2017 17:00","40453","40428"
"04.10.2017 17:00 - 04.10.2017 18:00","39659","39703"
"04.10.2017 18:00 - 04.10.2017 19:00","39108","39847"
"04.10.2017 19:00 - 04.10.2017 20:00","41768","42824"
"04.10.2017 20:00 - 04.10.2017 21:00","40810","40768"
"04.10.2017 21:00 - 04.10.2017 22:00","37498","37439"
"04.10.2017 22:00 - 04.10.2017 23:00","33829","33351"
"04.10.2017 23:00 - 05.10.2017 00:00","30722","30181"
"05.10.2017 00:00 - 05.10.2017 01:00","26866","27484"
"05.10.2017 01:00 - 05.10.2017 02:00","25202","26071"
"05.10.2017 02:00 - 05.10.2017 03:00","24387","25178"
"05.10.2017 03:00 - 05.10.2017 04:00","24265","24859"
"05.10.2017 04:00 - 05.10.2017 05:00","24595","24937"
"05.10.2017 05:00 - 05.10.2017 06:00","25953","26371"
"05.10.2017 06:00 - 05.10.2017 07:00","30978","31411"
"05.10.2017 07:00 - 05.10.2017 08:00","36056","36284"
"05.10.2017 08:00 - 05.10.2017 09:00","40092","40132"
"05.10.2017 09:00 - 05.10.2017 10:00","41510","41191"
"05.10.2017 10:00 - 05.10.2017 11:00","41348","40747"
"05.10.2017 11:00 - 05.10.2017 12:00","41143","40681"
"05.10.2017 12:00 - 05.10.2017 13:00","39321","38375"
"05.10.2017 13:00 - 05.10.2017 14:00","37778","37916"
"05.10.2017 14:00 - 05.10.2017 15:00","39279","39076"
"05.10.2017 15:00 - 05.10.2017 16:00","39576","39967"
"05.10.2017 16:00 - 05.10.2017 17:00","39212","40126"
"05.10.2017 17:00 - 05.10.2017 18:00","38654","39207"
"05.10.2017 18:00 - 05.10.2017 19:00","39002","39362"
"05.10.2017 19:00 - 05.10.2017 20:00","41505","42490"
"05.10.2017 20:00 - 05.10.2017 21:00","40418","40272"
"05.10.2017 21:00 - 05.10.2017 22:00","37055","37027"
"05.10.2017 22:00 - 05.10.2017 23:00","33412","33441"
"05.10.2017 23:00 - 06.10.2017 00:00","29942","30672"
"06.10.2017 00:00 - 06.10.2017 01:00","27368","28228"
"06.10.2017 01:00 - 06.10.2017 02:00","25998","26399"
"06.10.2017 02:00 - 06.10.2017 03:00","25123","25360"
"06.10.2017 03:00 - 06.10.2017 04:00","24735","24978"
"06.10.2017 04:00 - 06.10.2017 05:00","24808","25260"
"06.10.2017 05:00 - 06.10.2017 06:00","26606","26870"
"06.10.2017 06:00 - 06.10.2017 07:00","31201","31769"
"06.10.2017 07:00 - 06.10.2017 08:00","36325","36667"
"06.10.2017 08:00 - 06.10.2017 09:00","40241","40442"
"06.10.2017 09:00 - 06.10.2017 10:00","41179","41247"
"06.10.2017 10:00 - 06.10.2017 11:00","41485","40227"
"06.10.2017 11:00 - 06.10.2017 12:00","41153","40386"
"06.10.2017 12:00 - 06.10.2017 13:00","39104","37961"
"06.10.2017 13:00 - 06.10.2017 14:00","37782","37513"
"06.10.2017 14:00 - 06.10.2017 15:00","38531","38152"
"06.10.2017 15:00 - 06.10.2017 16:00","38917","38570"
"06.10.2017 16:00 - 06.10.2017 17:00","39194","39442"
"06.10.2017 17:00 - 06.10.2017 18:00","38752","38594"
"06.10.2017 18:00 - 06.10.2017 19:00","38941","39161"
"06.10.2017 19:00 - 06.10.2017 20:00","41749","41628"
"06.10.2017 20:00 - 06.10.2017 21:00","40499","39616"
"06.10.2017 21:00 - 06.10.2017 22:00","37356","36239"
"06.10.2017 22:00 - 06.10.2017 23:00","33971","32958"
"06.10.2017 23:00 - 07.10.2017 00:00","30620","30069"
"07.10.2017 00:00 - 07.10.2017 01:00","27875","27571"
"07.10.2017 01:00 - 07.10.2017 02:00","26124","25774"
"07.10.2017 02:00 - 07.10.2017 03:00","24996","24667"
"07.10.2017 03:00 - 07.10.2017 04:00","24271","24036"
"07.10.2017 04:00 - 07.10.2017 05:00","23942","23975"
"07.10.2017 05:00 - 07.10.2017 06:00","24241","24609"
"07.10.2017 06:00 - 07.10.2017 07:00","26269","26871"
"07.10.2017 07:00 - 07.10.2017 08:00","28559","29229"
"07.10.2017 08:00 - 07.10.2017 09:00","30974","31818"
"07.10.2017 09:00 - 07.10.2017 10:00","32576","33255"
"07.10.2017 10:00 - 07.10.2017 11:00","32124","33021"
"07.10.2017 11:00 - 07.10.2017 12:00","31480","31887"
"07.10.2017 12:00 - 07.10.2017 13:00","30293","29920"
"07.10.2017 13:00 - 07.10.2017 14:00","28562","28311"
"07.10.2017 14:00 - 07.10.2017 15:00","27719","27442"
"07.10.2017 15:00 - 07.10.2017 16:00","27822","27490"
"07.10.2017 16:00 - 07.10.2017 17:00","28645","28234"
"07.10.2017 17:00 - 07.10.2017 18:00","29688","29158"
"07.10.2017 18:00 - 07.10.2017 19:00","31529","31117"
"07.10.2017 19:00 - 07.10.2017 20:00","35506","34675"
"07.10.2017 20:00 - 07.10.2017 21:00","33890","32866"
"07.10.2017 21:00 - 07.10.2017 22:00","30848","30419"
"07.10.2017 22:00 - 07.10.2017 23:00","28801","28233"
