"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - Italy (IT)","Actual Total Load [MW] - Italy (IT)"
"18.01.2015 09:00 - 18.01.2015 10:00","28068","27876"
"18.01.2015 10:00 - 18.01.2015 11:00","29659","29753"
"18.01.2015 11:00 - 18.01.2015 12:00","30472","30472"
"18.01.2015 12:00 - 18.01.2015 13:00","30357","30456"
"18.01.2015 13:00 - 18.01.2015 14:00","28506","28688"
"18.01.2015 14:00 - 18.01.2015 15:00","27375","27660"
"18.01.2015 15:00 - 18.01.2015 16:00","27212","26898"
"18.01.2015 16:00 - 18.01.2015 17:00","27728","27166"
"18.01.2015 17:00 - 18.01.2015 18:00","31301","30458"
"18.01.2015 18:00 - 18.01.2015 19:00","33035","32414"
"18.01.2015 19:00 - 18.01.2015 20:00","33571","33048"
"18.01.2015 20:00 - 18.01.2015 21:00","32336","32133"
"18.01.2015 21:00 - 18.01.2015 22:00","30807","30506"
"18.01.2015 22:00 - 18.01.2015 23:00","28527","27973"
"18.01.2015 23:00 - 19.01.2015 00:00","26050","25213"
"19.01.2015 00:00 - 19.01.2015 01:00","23282","22797"
"19.01.2015 01:00 - 19.01.2015 02:00","21685","21247"
"19.01.2015 02:00 - 19.01.2015 03:00","20949","20551"
"19.01.2015 03:00 - 19.01.2015 04:00","20782","20585"
"19.01.2015 04:00 - 19.01.2015 05:00","21133","21081"
"19.01.2015 05:00 - 19.01.2015 06:00","23264","23173"
"19.01.2015 06:00 - 19.01.2015 07:00","29339","29505"
"19.01.2015 07:00 - 19.01.2015 08:00","36664","36437"
"19.01.2015 08:00 - 19.01.2015 09:00","41562","41273"
"19.01.2015 09:00 - 19.01.2015 10:00","43298","43367"
"19.01.2015 10:00 - 19.01.2015 11:00","43830","43652"
"19.01.2015 11:00 - 19.01.2015 12:00","43766","43107"
"19.01.2015 12:00 - 19.01.2015 13:00","40948","40184"
"19.01.2015 13:00 - 19.01.2015 14:00","40331","40072"
"19.01.2015 14:00 - 19.01.2015 15:00","40473","40922"
"19.01.2015 15:00 - 19.01.2015 16:00","40483","41337"
"19.01.2015 16:00 - 19.01.2015 17:00","41389","42052"
"19.01.2015 17:00 - 19.01.2015 18:00","43689","44446"
"19.01.2015 18:00 - 19.01.2015 19:00","43595","44334"
"19.01.2015 19:00 - 19.01.2015 20:00","42151","43110"
"19.01.2015 20:00 - 19.01.2015 21:00","39297","40897"
"19.01.2015 21:00 - 19.01.2015 22:00","36404","37883"
"19.01.2015 22:00 - 19.01.2015 23:00","32760","33715"
"19.01.2015 23:00 - 20.01.2015 00:00","29628","30176"
"20.01.2015 00:00 - 20.01.2015 01:00","26872","27322"
"20.01.2015 01:00 - 20.01.2015 02:00","25087","25586"
"20.01.2015 02:00 - 20.01.2015 03:00","24167","24692"
"20.01.2015 03:00 - 20.01.2015 04:00","24073","24405"
"20.01.2015 04:00 - 20.01.2015 05:00","24310","24591"
"20.01.2015 05:00 - 20.01.2015 06:00","25901","26279"
"20.01.2015 06:00 - 20.01.2015 07:00","31607","31688"
"20.01.2015 07:00 - 20.01.2015 08:00","38552","38654"
"20.01.2015 08:00 - 20.01.2015 09:00","43029","43051"
"20.01.2015 09:00 - 20.01.2015 10:00","45265","44839"
"20.01.2015 10:00 - 20.01.2015 11:00","45204","45054"
"20.01.2015 11:00 - 20.01.2015 12:00","44545","44986"
"20.01.2015 12:00 - 20.01.2015 13:00","40938","42203"
"20.01.2015 13:00 - 20.01.2015 14:00","40488","41414"
"20.01.2015 14:00 - 20.01.2015 15:00","40486","42654"
"20.01.2015 15:00 - 20.01.2015 16:00","40544","42950"
"20.01.2015 16:00 - 20.01.2015 17:00","41549","43603"
"20.01.2015 17:00 - 20.01.2015 18:00","43657","45489"
"20.01.2015 18:00 - 20.01.2015 19:00","44067","45273"
"20.01.2015 19:00 - 20.01.2015 20:00","42603","43931"
"20.01.2015 20:00 - 20.01.2015 21:00","39491","41389"
"20.01.2015 21:00 - 20.01.2015 22:00","36562","38393"
"20.01.2015 22:00 - 20.01.2015 23:00","32972","34160"
"20.01.2015 23:00 - 21.01.2015 00:00","29738","30725"
"21.01.2015 00:00 - 21.01.2015 01:00","27598","27638"
"21.01.2015 01:00 - 21.01.2015 02:00","25814","25887"
"21.01.2015 02:00 - 21.01.2015 03:00","24914","24902"
"21.01.2015 03:00 - 21.01.2015 04:00","24650","24705"
"21.01.2015 04:00 - 21.01.2015 05:00","24994","24981"
"21.01.2015 05:00 - 21.01.2015 06:00","26631","26556"
"21.01.2015 06:00 - 21.01.2015 07:00","32232","31849"
"21.01.2015 07:00 - 21.01.2015 08:00","39172","38853"
"21.01.2015 08:00 - 21.01.2015 09:00","43190","43261"
"21.01.2015 09:00 - 21.01.2015 10:00","44934","45299"
"21.01.2015 10:00 - 21.01.2015 11:00","45101","45501"
"21.01.2015 11:00 - 21.01.2015 12:00","44749","44510"
"21.01.2015 12:00 - 21.01.2015 13:00","41274","42199"
"21.01.2015 13:00 - 21.01.2015 14:00","40897","42149"
"21.01.2015 14:00 - 21.01.2015 15:00","41489","43409"
"21.01.2015 15:00 - 21.01.2015 16:00","41933","44038"
"21.01.2015 16:00 - 21.01.2015 17:00","42666","44494"
"21.01.2015 17:00 - 21.01.2015 18:00","44830","46011"
"21.01.2015 18:00 - 21.01.2015 19:00","45437","45675"
"21.01.2015 19:00 - 21.01.2015 20:00","44198","44118"
"21.01.2015 20:00 - 21.01.2015 21:00","41752","41748"
"21.01.2015 21:00 - 21.01.2015 22:00","38477","38460"
"21.01.2015 22:00 - 21.01.2015 23:00","34469","34175"
"21.01.2015 23:00 - 22.01.2015 00:00","30586","30528"
"22.01.2015 00:00 - 22.01.2015 01:00","27742","27404"
"22.01.2015 01:00 - 22.01.2015 02:00","26017","25764"
"22.01.2015 02:00 - 22.01.2015 03:00","25007","24816"
"22.01.2015 03:00 - 22.01.2015 04:00","24781","24544"
"22.01.2015 04:00 - 22.01.2015 05:00","25098","24798"
"22.01.2015 05:00 - 22.01.2015 06:00","26780","26498"
"22.01.2015 06:00 - 22.01.2015 07:00","32049","31777"
"22.01.2015 07:00 - 22.01.2015 08:00","39040","38659"
"22.01.2015 08:00 - 22.01.2015 09:00","43328","43315"
"22.01.2015 09:00 - 22.01.2015 10:00","45491","45399"
"22.01.2015 10:00 - 22.01.2015 11:00","45514","45643"
"22.01.2015 11:00 - 22.01.2015 12:00","45053","45505"
"22.01.2015 12:00 - 22.01.2015 13:00","42296","43116"
"22.01.2015 13:00 - 22.01.2015 14:00","41604","42179"
"22.01.2015 14:00 - 22.01.2015 15:00","42079","42941"
"22.01.2015 15:00 - 22.01.2015 16:00","42755","43190"
"22.01.2015 16:00 - 22.01.2015 17:00","43481","43798"
"22.01.2015 17:00 - 22.01.2015 18:00","45277","45612"
"22.01.2015 18:00 - 22.01.2015 19:00","45238","45375"
"22.01.2015 19:00 - 22.01.2015 20:00","43951","44157"
"22.01.2015 20:00 - 22.01.2015 21:00","41425","41623"
"22.01.2015 21:00 - 22.01.2015 22:00","38387","38595"
"22.01.2015 22:00 - 22.01.2015 23:00","34318","34360"
"22.01.2015 23:00 - 23.01.2015 00:00","30786","30688"
"23.01.2015 00:00 - 23.01.2015 01:00","27770","27617"
"23.01.2015 01:00 - 23.01.2015 02:00","25966","25997"
"23.01.2015 02:00 - 23.01.2015 03:00","24857","24994"
"23.01.2015 03:00 - 23.01.2015 04:00","24545","24697"
"23.01.2015 04:00 - 23.01.2015 05:00","25094","24834"
"23.01.2015 05:00 - 23.01.2015 06:00","26671","26390"
"23.01.2015 06:00 - 23.01.2015 07:00","31866","31995"
"23.01.2015 07:00 - 23.01.2015 08:00","38824","38462"
"23.01.2015 08:00 - 23.01.2015 09:00","43677","42681"
"23.01.2015 09:00 - 23.01.2015 10:00","45777","45012"
"23.01.2015 10:00 - 23.01.2015 11:00","46037","45461"
"23.01.2015 11:00 - 23.01.2015 12:00","45718","45353"
"23.01.2015 12:00 - 23.01.2015 13:00","42803","42350"
"23.01.2015 13:00 - 23.01.2015 14:00","41698","41340"
"23.01.2015 14:00 - 23.01.2015 15:00","42039","41673"
"23.01.2015 15:00 - 23.01.2015 16:00","42517","41538"
"23.01.2015 16:00 - 23.01.2015 17:00","43195","42225"
"23.01.2015 17:00 - 23.01.2015 18:00","45067","44503"
"23.01.2015 18:00 - 23.01.2015 19:00","45058","44872"
"23.01.2015 19:00 - 23.01.2015 20:00","43739","43660"
"23.01.2015 20:00 - 23.01.2015 21:00","40855","40928"
"23.01.2015 21:00 - 23.01.2015 22:00","37815","37803"
"23.01.2015 22:00 - 23.01.2015 23:00","33983","33758"
"23.01.2015 23:00 - 24.01.2015 00:00","30450","30431"
"24.01.2015 00:00 - 24.01.2015 01:00","27691","27415"
"24.01.2015 01:00 - 24.01.2015 02:00","26020","25256"
"24.01.2015 02:00 - 24.01.2015 03:00","24728","24045"
"24.01.2015 03:00 - 24.01.2015 04:00","24338","23627"
"24.01.2015 04:00 - 24.01.2015 05:00","24100","23625"
"24.01.2015 05:00 - 24.01.2015 06:00","24629","24247"
"24.01.2015 06:00 - 24.01.2015 07:00","27786","26951"
"24.01.2015 07:00 - 24.01.2015 08:00","31109","30426"
"24.01.2015 08:00 - 24.01.2015 09:00","33798","33379"
"24.01.2015 09:00 - 24.01.2015 10:00","36538","35648"
"24.01.2015 10:00 - 24.01.2015 11:00","37274","36036"
"24.01.2015 11:00 - 24.01.2015 12:00","36536","35160"
"24.01.2015 12:00 - 24.01.2015 13:00","34524","33330"
"24.01.2015 13:00 - 24.01.2015 14:00","32337","31821"
"24.01.2015 14:00 - 24.01.2015 15:00","30998","31100"
"24.01.2015 15:00 - 24.01.2015 16:00","31012","30485"
"24.01.2015 16:00 - 24.01.2015 17:00","31774","30885"
"24.01.2015 17:00 - 24.01.2015 18:00","35635","34465"
"24.01.2015 18:00 - 24.01.2015 19:00","37863","36829"
"24.01.2015 19:00 - 24.01.2015 20:00","37874","36721"
"24.01.2015 20:00 - 24.01.2015 21:00","35419","34294"
"24.01.2015 21:00 - 24.01.2015 22:00","32790","31638"
"24.01.2015 22:00 - 24.01.2015 23:00","29838","29015"
"24.01.2015 23:00 - 25.01.2015 00:00","27228","26567"
"25.01.2015 00:00 - 25.01.2015 01:00","24900","24229"
"25.01.2015 01:00 - 25.01.2015 02:00","22788","22264"
"25.01.2015 02:00 - 25.01.2015 03:00","21581","21177"
"25.01.2015 03:00 - 25.01.2015 04:00","20991","20599"
"25.01.2015 04:00 - 25.01.2015 05:00","20817","20482"
"25.01.2015 05:00 - 25.01.2015 06:00","21201","20784"
"25.01.2015 06:00 - 25.01.2015 07:00","22293","22172"
"25.01.2015 07:00 - 25.01.2015 08:00","23602","23249"
"25.01.2015 08:00 - 25.01.2015 09:00","25399","25280"
"25.01.2015 09:00 - 25.01.2015 10:00","28159","28000"
"25.01.2015 10:00 - 25.01.2015 11:00","30190","29444"
"25.01.2015 11:00 - 25.01.2015 12:00","30652","29903"
"25.01.2015 12:00 - 25.01.2015 13:00","30378","30175"
"25.01.2015 13:00 - 25.01.2015 14:00","28653","27949"
"25.01.2015 14:00 - 25.01.2015 15:00","27694","27250"
"25.01.2015 15:00 - 25.01.2015 16:00","26664","27092"
"25.01.2015 16:00 - 25.01.2015 17:00","26782","27138"
"25.01.2015 17:00 - 25.01.2015 18:00","29981","30646"
"25.01.2015 18:00 - 25.01.2015 19:00","32653","33087"
"25.01.2015 19:00 - 25.01.2015 20:00","33388","33674"
"25.01.2015 20:00 - 25.01.2015 21:00","32515","32875"
"25.01.2015 21:00 - 25.01.2015 22:00","30750","31059"
"25.01.2015 22:00 - 25.01.2015 23:00","28061","28377"
"25.01.2015 23:00 - 26.01.2015 00:00","25253","25332"
"26.01.2015 00:00 - 26.01.2015 01:00","23687","22797"
"26.01.2015 01:00 - 26.01.2015 02:00","22324","21141"
"26.01.2015 02:00 - 26.01.2015 03:00","21489","20437"
"26.01.2015 03:00 - 26.01.2015 04:00","21462","20467"
"26.01.2015 04:00 - 26.01.2015 05:00","21835","20991"
"26.01.2015 05:00 - 26.01.2015 06:00","23890","23188"
"26.01.2015 06:00 - 26.01.2015 07:00","30225","29650"
"26.01.2015 07:00 - 26.01.2015 08:00","36633","36431"
"26.01.2015 08:00 - 26.01.2015 09:00","41089","41214"
"26.01.2015 09:00 - 26.01.2015 10:00","43286","43892"
"26.01.2015 10:00 - 26.01.2015 11:00","43899","44397"
"26.01.2015 11:00 - 26.01.2015 12:00","43710","43977"
"26.01.2015 12:00 - 26.01.2015 13:00","40458","41947"
"26.01.2015 13:00 - 26.01.2015 14:00","40203","41576"
"26.01.2015 14:00 - 26.01.2015 15:00","41000","42402"
"26.01.2015 15:00 - 26.01.2015 16:00","41190","42241"
"26.01.2015 16:00 - 26.01.2015 17:00","42046","42199"
"26.01.2015 17:00 - 26.01.2015 18:00","44433","44391"
"26.01.2015 18:00 - 26.01.2015 19:00","44623","44965"
"26.01.2015 19:00 - 26.01.2015 20:00","43371","43614"
"26.01.2015 20:00 - 26.01.2015 21:00","40932","41244"
"26.01.2015 21:00 - 26.01.2015 22:00","37872","38282"
"26.01.2015 22:00 - 26.01.2015 23:00","33556","33960"
"26.01.2015 23:00 - 27.01.2015 00:00","30255","30294"
"27.01.2015 00:00 - 27.01.2015 01:00","27501","27100"
"27.01.2015 01:00 - 27.01.2015 02:00","25729","25268"
"27.01.2015 02:00 - 27.01.2015 03:00","24796","24379"
"27.01.2015 03:00 - 27.01.2015 04:00","24557","24120"
"27.01.2015 04:00 - 27.01.2015 05:00","24600","24419"
"27.01.2015 05:00 - 27.01.2015 06:00","26284","26057"
"27.01.2015 06:00 - 27.01.2015 07:00","31940","31715"
"27.01.2015 07:00 - 27.01.2015 08:00","38584","38296"
"27.01.2015 08:00 - 27.01.2015 09:00","42843","43021"
"27.01.2015 09:00 - 27.01.2015 10:00","44817","44908"
"27.01.2015 10:00 - 27.01.2015 11:00","44991","44903"
"27.01.2015 11:00 - 27.01.2015 12:00","44808","44385"
"27.01.2015 12:00 - 27.01.2015 13:00","41593","41575"
"27.01.2015 13:00 - 27.01.2015 14:00","40880","41138"
"27.01.2015 14:00 - 27.01.2015 15:00","41590","42491"
"27.01.2015 15:00 - 27.01.2015 16:00","41734","42839"
"27.01.2015 16:00 - 27.01.2015 17:00","42551","43319"
"27.01.2015 17:00 - 27.01.2015 18:00","44989","45488"
"27.01.2015 18:00 - 27.01.2015 19:00","45675","46380"
"27.01.2015 19:00 - 27.01.2015 20:00","44333","44893"
"27.01.2015 20:00 - 27.01.2015 21:00","42002","42207"
"27.01.2015 21:00 - 27.01.2015 22:00","38838","38867"
"27.01.2015 22:00 - 27.01.2015 23:00","34371","34672"
"27.01.2015 23:00 - 28.01.2015 00:00","30837","30551"
"28.01.2015 00:00 - 28.01.2015 01:00","27929","27489"
"28.01.2015 01:00 - 28.01.2015 02:00","25944","25707"
"28.01.2015 02:00 - 28.01.2015 03:00","24941","24807"
"28.01.2015 03:00 - 28.01.2015 04:00","24587","24613"
"28.01.2015 04:00 - 28.01.2015 05:00","24868","24862"
"28.01.2015 05:00 - 28.01.2015 06:00","26402","26471"
"28.01.2015 06:00 - 28.01.2015 07:00","31980","32136"
"28.01.2015 07:00 - 28.01.2015 08:00","38458","38831"
"28.01.2015 08:00 - 28.01.2015 09:00","42944","43513"
"28.01.2015 09:00 - 28.01.2015 10:00","44944","46326"
"28.01.2015 10:00 - 28.01.2015 11:00","45055","46805"
"28.01.2015 11:00 - 28.01.2015 12:00","44478","46460"
"28.01.2015 12:00 - 28.01.2015 13:00","40926","43242"
"28.01.2015 13:00 - 28.01.2015 14:00","40417","42622"
"28.01.2015 14:00 - 28.01.2015 15:00","40903","43690"
"28.01.2015 15:00 - 28.01.2015 16:00","40875","43148"
"28.01.2015 16:00 - 28.01.2015 17:00","41667","43139"
"28.01.2015 17:00 - 28.01.2015 18:00","44580","45197"
"28.01.2015 18:00 - 28.01.2015 19:00","45117","46154"
"28.01.2015 19:00 - 28.01.2015 20:00","43706","44739"
"28.01.2015 20:00 - 28.01.2015 21:00","41411","41886"
"28.01.2015 21:00 - 28.01.2015 22:00","38200","38677"
"28.01.2015 22:00 - 28.01.2015 23:00","33775","34733"
"28.01.2015 23:00 - 29.01.2015 00:00","30199","30804"
"29.01.2015 00:00 - 29.01.2015 01:00","27374","27829"
"29.01.2015 01:00 - 29.01.2015 02:00","25665","26132"
"29.01.2015 02:00 - 29.01.2015 03:00","24736","25111"
"29.01.2015 03:00 - 29.01.2015 04:00","24422","24833"
"29.01.2015 04:00 - 29.01.2015 05:00","24694","25043"
"29.01.2015 05:00 - 29.01.2015 06:00","26421","26772"
"29.01.2015 06:00 - 29.01.2015 07:00","32175","32301"
"29.01.2015 07:00 - 29.01.2015 08:00","38983","38768"
"29.01.2015 08:00 - 29.01.2015 09:00","43861","43647"
"29.01.2015 09:00 - 29.01.2015 10:00","46954","45672"
"29.01.2015 10:00 - 29.01.2015 11:00","47600","46467"
"29.01.2015 11:00 - 29.01.2015 12:00","47186","46237"
"29.01.2015 12:00 - 29.01.2015 13:00","44030","43113"
"29.01.2015 13:00 - 29.01.2015 14:00","43052","41893"
"29.01.2015 14:00 - 29.01.2015 15:00","42679","43317"
"29.01.2015 15:00 - 29.01.2015 16:00","42526","43999"
"29.01.2015 16:00 - 29.01.2015 17:00","43269","44662"
"29.01.2015 17:00 - 29.01.2015 18:00","44741","46116"
"29.01.2015 18:00 - 29.01.2015 19:00","44676","46140"
"29.01.2015 19:00 - 29.01.2015 20:00","43354","44664"
"29.01.2015 20:00 - 29.01.2015 21:00","41108","41836"
"29.01.2015 21:00 - 29.01.2015 22:00","37971","38630"
"29.01.2015 22:00 - 29.01.2015 23:00","33562","34461"
"29.01.2015 23:00 - 30.01.2015 00:00","30085","30705"
"30.01.2015 00:00 - 30.01.2015 01:00","27873","27847"
"30.01.2015 01:00 - 30.01.2015 02:00","26156","26002"
"30.01.2015 02:00 - 30.01.2015 03:00","25177","25055"
"30.01.2015 03:00 - 30.01.2015 04:00","24908","24737"
"30.01.2015 04:00 - 30.01.2015 05:00","25037","24991"
"30.01.2015 05:00 - 30.01.2015 06:00","26782","26644"
"30.01.2015 06:00 - 30.01.2015 07:00","32286","31908"
"30.01.2015 07:00 - 30.01.2015 08:00","38832","38340"
"30.01.2015 08:00 - 30.01.2015 09:00","43396","42879"
"30.01.2015 09:00 - 30.01.2015 10:00","46004","44798"
"30.01.2015 10:00 - 30.01.2015 11:00","47060","45060"
"30.01.2015 11:00 - 30.01.2015 12:00","46865","45307"
"30.01.2015 12:00 - 30.01.2015 13:00","42844","42741"
"30.01.2015 13:00 - 30.01.2015 14:00","41682","42434"
"30.01.2015 14:00 - 30.01.2015 15:00","41338","43145"
"30.01.2015 15:00 - 30.01.2015 16:00","41087","42589"
"30.01.2015 16:00 - 30.01.2015 17:00","41730","42641"
"30.01.2015 17:00 - 30.01.2015 18:00","44149","44181"
"30.01.2015 18:00 - 30.01.2015 19:00","44615","45013"
"30.01.2015 19:00 - 30.01.2015 20:00","43288","43806"
"30.01.2015 20:00 - 30.01.2015 21:00","40923","40913"
"30.01.2015 21:00 - 30.01.2015 22:00","37618","37736"
"30.01.2015 22:00 - 30.01.2015 23:00","33541","33761"
"30.01.2015 23:00 - 31.01.2015 00:00","30238","30589"
"31.01.2015 00:00 - 31.01.2015 01:00","27525","27779"
"31.01.2015 01:00 - 31.01.2015 02:00","25452","25674"
"31.01.2015 02:00 - 31.01.2015 03:00","24170","24586"
"31.01.2015 03:00 - 31.01.2015 04:00","23737","24140"
"31.01.2015 04:00 - 31.01.2015 05:00","23680","24002"
"31.01.2015 05:00 - 31.01.2015 06:00","24197","24669"
"31.01.2015 06:00 - 31.01.2015 07:00","27229","27104"
"31.01.2015 07:00 - 31.01.2015 08:00","30496","30795"
"31.01.2015 08:00 - 31.01.2015 09:00","33434","33473"
"31.01.2015 09:00 - 31.01.2015 10:00","35616","36932"
"31.01.2015 10:00 - 31.01.2015 11:00","35962","37571"
"31.01.2015 11:00 - 31.01.2015 12:00","35180","37074"
"31.01.2015 12:00 - 31.01.2015 13:00","33335","35704"
"31.01.2015 13:00 - 31.01.2015 14:00","31907","33605"
"31.01.2015 14:00 - 31.01.2015 15:00","31311","32524"
"31.01.2015 15:00 - 31.01.2015 16:00","31005","31941"
"31.01.2015 16:00 - 31.01.2015 17:00","31390","32266"
"31.01.2015 17:00 - 31.01.2015 18:00","34405","35063"
"31.01.2015 18:00 - 31.01.2015 19:00","36866","37515"
"31.01.2015 19:00 - 31.01.2015 20:00","36746","37425"
"31.01.2015 20:00 - 31.01.2015 21:00","34358","34985"
"31.01.2015 21:00 - 31.01.2015 22:00","31865","32292"
"31.01.2015 22:00 - 31.01.2015 23:00","29189","29730"
"31.01.2015 23:00 - 01.02.2015 00:00","26779","27181"
"01.02.2015 00:00 - 01.02.2015 01:00","25135","24768"
"01.02.2015 01:00 - 01.02.2015 02:00","22939","22617"
"01.02.2015 02:00 - 01.02.2015 03:00","21849","21565"
"01.02.2015 03:00 - 01.02.2015 04:00","21238","21029"
"01.02.2015 04:00 - 01.02.2015 05:00","21093","20829"
"01.02.2015 05:00 - 01.02.2015 06:00","21462","21312"
"01.02.2015 06:00 - 01.02.2015 07:00","22558","22507"
"01.02.2015 07:00 - 01.02.2015 08:00","23823","23554"
"01.02.2015 08:00 - 01.02.2015 09:00","25537","25498"
"01.02.2015 09:00 - 01.02.2015 10:00","29134","28729"
"01.02.2015 10:00 - 01.02.2015 11:00","30933","30436"
"01.02.2015 11:00 - 01.02.2015 12:00","31763","30509"
"01.02.2015 12:00 - 01.02.2015 13:00","31660","30027"
"01.02.2015 13:00 - 01.02.2015 14:00","29499","29134"
"01.02.2015 14:00 - 01.02.2015 15:00","29100","28207"
"01.02.2015 15:00 - 01.02.2015 16:00","28363","27847"
"01.02.2015 16:00 - 01.02.2015 17:00","28275","27215"
"01.02.2015 17:00 - 01.02.2015 18:00","31158","29994"
"01.02.2015 18:00 - 01.02.2015 19:00","34063","33366"
"01.02.2015 19:00 - 01.02.2015 20:00","34813","34022"
"01.02.2015 20:00 - 01.02.2015 21:00","33886","32818"
"01.02.2015 21:00 - 01.02.2015 22:00","31992","31123"
"01.02.2015 22:00 - 01.02.2015 23:00","29361","28552"
"01.02.2015 23:00 - 02.02.2015 00:00","26492","25612"
"02.02.2015 00:00 - 02.02.2015 01:00","23582","22957"
"02.02.2015 01:00 - 02.02.2015 02:00","21827","21402"
"02.02.2015 02:00 - 02.02.2015 03:00","21171","20840"
"02.02.2015 03:00 - 02.02.2015 04:00","20991","20710"
"02.02.2015 04:00 - 02.02.2015 05:00","21466","21320"
"02.02.2015 05:00 - 02.02.2015 06:00","23705","23563"
"02.02.2015 06:00 - 02.02.2015 07:00","29640","29632"
"02.02.2015 07:00 - 02.02.2015 08:00","36613","36290"
"02.02.2015 08:00 - 02.02.2015 09:00","41599","41365"
"02.02.2015 09:00 - 02.02.2015 10:00","43710","43796"
"02.02.2015 10:00 - 02.02.2015 11:00","44052","44012"
"02.02.2015 11:00 - 02.02.2015 12:00","44371","43358"
"02.02.2015 12:00 - 02.02.2015 13:00","41983","41102"
"02.02.2015 13:00 - 02.02.2015 14:00","42554","40711"
"02.02.2015 14:00 - 02.02.2015 15:00","43594","41997"
"02.02.2015 15:00 - 02.02.2015 16:00","43349","41723"
"02.02.2015 16:00 - 02.02.2015 17:00","43255","41462"
"02.02.2015 17:00 - 02.02.2015 18:00","44300","43150"
"02.02.2015 18:00 - 02.02.2015 19:00","44908","44660"
"02.02.2015 19:00 - 02.02.2015 20:00","43639","43571"
"02.02.2015 20:00 - 02.02.2015 21:00","41115","41016"
"02.02.2015 21:00 - 02.02.2015 22:00","38034","38055"
"02.02.2015 22:00 - 02.02.2015 23:00","33866","34148"
"02.02.2015 23:00 - 03.02.2015 00:00","30467","30576"
"03.02.2015 00:00 - 03.02.2015 01:00","27592","27455"
"03.02.2015 01:00 - 03.02.2015 02:00","25721","25569"
"03.02.2015 02:00 - 03.02.2015 03:00","24720","24585"
"03.02.2015 03:00 - 03.02.2015 04:00","24404","24190"
"03.02.2015 04:00 - 03.02.2015 05:00","24720","24494"
"03.02.2015 05:00 - 03.02.2015 06:00","26342","26332"
"03.02.2015 06:00 - 03.02.2015 07:00","31697","31708"
"03.02.2015 07:00 - 03.02.2015 08:00","38078","38492"
"03.02.2015 08:00 - 03.02.2015 09:00","42914","43334"
"03.02.2015 09:00 - 03.02.2015 10:00","44916","45631"
"03.02.2015 10:00 - 03.02.2015 11:00","44897","46211"
"03.02.2015 11:00 - 03.02.2015 12:00","45030","46352"
"03.02.2015 12:00 - 03.02.2015 13:00","42440","43254"
"03.02.2015 13:00 - 03.02.2015 14:00","42441","42090"
"03.02.2015 14:00 - 03.02.2015 15:00","43496","43251"
"03.02.2015 15:00 - 03.02.2015 16:00","43513","43765"
"03.02.2015 16:00 - 03.02.2015 17:00","43631","44396"
"03.02.2015 17:00 - 03.02.2015 18:00","44421","45541"
"03.02.2015 18:00 - 03.02.2015 19:00","45326","46316"
"03.02.2015 19:00 - 03.02.2015 20:00","44104","44780"
"03.02.2015 20:00 - 03.02.2015 21:00","41408","41740"
"03.02.2015 21:00 - 03.02.2015 22:00","38186","38604"
"03.02.2015 22:00 - 03.02.2015 23:00","34046","34408"
"03.02.2015 23:00 - 04.02.2015 00:00","30500","30642"
"04.02.2015 00:00 - 04.02.2015 01:00","28269","28049"
"04.02.2015 01:00 - 04.02.2015 02:00","26415","26199"
"04.02.2015 02:00 - 04.02.2015 03:00","25337","25256"
"04.02.2015 03:00 - 04.02.2015 04:00","24786","24876"
"04.02.2015 04:00 - 04.02.2015 05:00","25036","25081"
"04.02.2015 05:00 - 04.02.2015 06:00","26864","26925"
"04.02.2015 06:00 - 04.02.2015 07:00","32033","32630"
"04.02.2015 07:00 - 04.02.2015 08:00","38615","39713"
"04.02.2015 08:00 - 04.02.2015 09:00","43261","44463"
"04.02.2015 09:00 - 04.02.2015 10:00","45593","46182"
"04.02.2015 10:00 - 04.02.2015 11:00","46089","45622"
"04.02.2015 11:00 - 04.02.2015 12:00","46128","45072"
"04.02.2015 12:00 - 04.02.2015 13:00","43304","41963"
"04.02.2015 13:00 - 04.02.2015 14:00","42018","41202"
"04.02.2015 14:00 - 04.02.2015 15:00","43405","42964"
"04.02.2015 15:00 - 04.02.2015 16:00","43235","43742"
